ID Description GeneRatio BgRatio pvalue p.adjust qvalue geneID Count
GOBP_CHROMATIN_REMODELING GOBP_CHROMATIN_REMODELING 48/324 220/11008 1.03231458307781e-28 4.80401668252301e-26 4.77334360328419e-26 ENSG00000273703/ENSG00000277775/ENSG00000104472/ENSG00000273983/ENSG00000164104/ENSG00000274618/ENSG00000276966/ENSG00000180596/ENSG00000185130/ENSG00000278705/ENSG00000278828/ENSG00000287080/ENSG00000203814/ENSG00000286522/ENSG00000168298/ENSG00000275379/ENSG00000167670/ENSG00000124635/ENSG00000278588/ENSG00000105011/ENSG00000197153/ENSG00000203811/ENSG00000183598/ENSG00000273802/ENSG00000184678/ENSG00000275714/ENSG00000197903/ENSG00000158373/ENSG00000270882/ENSG00000277157/ENSG00000006712/ENSG00000197238/ENSG00000158406/ENSG00000203852/ENSG00000276180/ENSG00000184357/ENSG00000124575/ENSG00000275713/ENSG00000197061/ENSG00000274641/ENSG00000273542/ENSG00000277224/ENSG00000233822/ENSG00000234289/ENSG00000220323/ENSG00000274290/ENSG00000276410/ENSG00000075089 48
GOBP_DNA_REPLICATION_DEPENDENT_CHROMATIN_ORGANIZATION GOBP_DNA_REPLICATION_DEPENDENT_CHROMATIN_ORGANIZATION 20/324 31/11008 8.40322603072019e-24 3.58467617093805e-21 3.5617884368807e-21 ENSG00000277775/ENSG00000273983/ENSG00000274618/ENSG00000276966/ENSG00000278705/ENSG00000278828/ENSG00000287080/ENSG00000286522/ENSG00000275379/ENSG00000167670/ENSG00000105011/ENSG00000197153/ENSG00000275714/ENSG00000270882/ENSG00000277157/ENSG00000197238/ENSG00000158406/ENSG00000276180/ENSG00000197061/ENSG00000273542 20
GOBP_CHROMATIN_ORGANIZATION GOBP_CHROMATIN_ORGANIZATION 60/324 494/11008 1.38102042798936e-21 5.43803351605963e-19 5.40331231420613e-19 ENSG00000109685/ENSG00000183955/ENSG00000148773/ENSG00000130816/ENSG00000273703/ENSG00000277775/ENSG00000104472/ENSG00000273983/ENSG00000164104/ENSG00000274618/ENSG00000276966/ENSG00000180596/ENSG00000185130/ENSG00000278705/ENSG00000278828/ENSG00000287080/ENSG00000203814/ENSG00000286522/ENSG00000168298/ENSG00000275379/ENSG00000167670/ENSG00000124635/ENSG00000278588/ENSG00000105011/ENSG00000197153/ENSG00000203811/ENSG00000183598/ENSG00000273802/ENSG00000174842/ENSG00000103510/ENSG00000184678/ENSG00000149929/ENSG00000275714/ENSG00000197903/ENSG00000198830/ENSG00000123374/ENSG00000158373/ENSG00000270882/ENSG00000166965/ENSG00000277157/ENSG00000006712/ENSG00000197238/ENSG00000158406/ENSG00000203852/ENSG00000276180/ENSG00000184357/ENSG00000124575/ENSG00000275713/ENSG00000197061/ENSG00000274641/ENSG00000273542/ENSG00000277224/ENSG00000233822/ENSG00000234289/ENSG00000220323/ENSG00000274290/ENSG00000101945/ENSG00000133895/ENSG00000276410/ENSG00000075089 60
GOCC_CHROMOSOME_CENTROMERIC_CORE_DOMAIN GOCC_CHROMOSOME_CENTROMERIC_CORE_DOMAIN 13/324 19/11008 2.27073379530304e-16 8.30277592725448e-14 8.24976368338669e-14 ENSG00000274618/ENSG00000276966/ENSG00000278705/ENSG00000124635/ENSG00000277075/ENSG00000270882/ENSG00000277157/ENSG00000197238/ENSG00000158406/ENSG00000276180/ENSG00000197061/ENSG00000273542/ENSG00000115163 13
GOCC_NUCLEAR_CHROMOSOME GOCC_NUCLEAR_CHROMOSOME 30/324 194/11008 6.0890386365705e-14 2.07798591870696e-11 2.06471822399359e-11 ENSG00000147536/ENSG00000188827/ENSG00000010292/ENSG00000103275/ENSG00000277775/ENSG00000104472/ENSG00000273983/ENSG00000149503/ENSG00000274618/ENSG00000276966/ENSG00000278705/ENSG00000278828/ENSG00000287080/ENSG00000286522/ENSG00000275379/ENSG00000166851/ENSG00000062822/ENSG00000197153/ENSG00000275714/ENSG00000270882/ENSG00000277157/ENSG00000197238/ENSG00000158406/ENSG00000276180/ENSG00000197061/ENSG00000100297/ENSG00000273542/ENSG00000101945/ENSG00000109118/ENSG00000075089 30
GOCC_CHROMOSOMAL_REGION GOCC_CHROMOSOMAL_REGION 39/324 330/11008 7.92751981989925e-14 2.53631087237901e-11 2.52011682695744e-11 ENSG00000167513/ENSG00000161888/ENSG00000188827/ENSG00000178999/ENSG00000130816/ENSG00000173559/ENSG00000010292/ENSG00000100162/ENSG00000149503/ENSG00000274618/ENSG00000276966/ENSG00000134690/ENSG00000278705/ENSG00000149636/ENSG00000134371/ENSG00000124635/ENSG00000166851/ENSG00000151503/ENSG00000062822/ENSG00000073050/ENSG00000079616/ENSG00000277075/ENSG00000103510/ENSG00000123374/ENSG00000142945/ENSG00000270882/ENSG00000277157/ENSG00000197238/ENSG00000158406/ENSG00000146670/ENSG00000141499/ENSG00000276180/ENSG00000197061/ENSG00000100297/ENSG00000273542/ENSG00000115163/ENSG00000101945/ENSG00000133895/ENSG00000276410 39
GOBP_INNATE_IMMUNE_RESPONSE_IN_MUCOSA GOBP_INNATE_IMMUNE_RESPONSE_IN_MUCOSA 9/324 11/11008 7.76159049259852e-13 2.3371518665654e-10 2.32222942787839e-10 ENSG00000180596/ENSG00000124635/ENSG00000278588/ENSG00000273802/ENSG00000184678/ENSG00000197903/ENSG00000277224/ENSG00000234289/ENSG00000274290 9
GOCC_CHROMOSOME_CENTROMERIC_REGION GOCC_CHROMOSOME_CENTROMERIC_REGION 29/324 209/11008 2.73318588101504e-12 7.77287695828665e-10 7.72324805676295e-10 ENSG00000167513/ENSG00000161888/ENSG00000178999/ENSG00000130816/ENSG00000010292/ENSG00000100162/ENSG00000149503/ENSG00000274618/ENSG00000276966/ENSG00000134690/ENSG00000278705/ENSG00000149636/ENSG00000124635/ENSG00000166851/ENSG00000151503/ENSG00000079616/ENSG00000277075/ENSG00000103510/ENSG00000142945/ENSG00000270882/ENSG00000277157/ENSG00000197238/ENSG00000158406/ENSG00000146670/ENSG00000276180/ENSG00000197061/ENSG00000273542/ENSG00000115163/ENSG00000101945 29
GOBP_NEGATIVE_REGULATION_OF_MEGAKARYOCYTE_DIFFERENTIATION GOBP_NEGATIVE_REGULATION_OF_MEGAKARYOCYTE_DIFFERENTIATION 10/324 17/11008 6.88948246662592e-12 1.85617161824516e-09 1.84432018164745e-09 ENSG00000274618/ENSG00000276966/ENSG00000278705/ENSG00000270882/ENSG00000277157/ENSG00000197238/ENSG00000158406/ENSG00000276180/ENSG00000197061/ENSG00000273542 10
GOBP_ANTIMICROBIAL_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_ANTIMICROBIAL_PEPTIDE GOBP_ANTIMICROBIAL_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_ANTIMICROBIAL_PEPTIDE 10/324 18/11008 1.50993953164189e-11 3.86469023123741e-09 3.84001464047032e-09 ENSG00000180596/ENSG00000124635/ENSG00000278588/ENSG00000273802/ENSG00000184678/ENSG00000197903/ENSG00000198830/ENSG00000277224/ENSG00000234289/ENSG00000274290 10
GOBP_ORGAN_OR_TISSUE_SPECIFIC_IMMUNE_RESPONSE GOBP_ORGAN_OR_TISSUE_SPECIFIC_IMMUNE_RESPONSE 9/324 16/11008 1.41694565016878e-10 3.45397370629236e-08 3.43192049203786e-08 ENSG00000180596/ENSG00000124635/ENSG00000278588/ENSG00000273802/ENSG00000184678/ENSG00000197903/ENSG00000277224/ENSG00000234289/ENSG00000274290 9
GOBP_REGULATION_OF_MEGAKARYOCYTE_DIFFERENTIATION GOBP_REGULATION_OF_MEGAKARYOCYTE_DIFFERENTIATION 11/324 29/11008 2.61462530912521e-10 6.08375770791453e-08 6.04491363334595e-08 ENSG00000164104/ENSG00000274618/ENSG00000276966/ENSG00000278705/ENSG00000270882/ENSG00000277157/ENSG00000197238/ENSG00000158406/ENSG00000276180/ENSG00000197061/ENSG00000273542 11
GOBP_TELOMERE_ORGANIZATION GOBP_TELOMERE_ORGANIZATION 22/324 147/11008 2.94639003451553e-10 6.55763938551522e-08 6.51576963239315e-08 ENSG00000188827/ENSG00000178999/ENSG00000277775/ENSG00000273983/ENSG00000274618/ENSG00000276966/ENSG00000278705/ENSG00000278828/ENSG00000287080/ENSG00000286522/ENSG00000275379/ENSG00000197153/ENSG00000073050/ENSG00000275714/ENSG00000270882/ENSG00000277157/ENSG00000197238/ENSG00000158406/ENSG00000141499/ENSG00000276180/ENSG00000197061/ENSG00000273542 22
GOBP_DNA_REPLICATION_INDEPENDENT_CHROMATIN_ORGANIZATION GOBP_DNA_REPLICATION_INDEPENDENT_CHROMATIN_ORGANIZATION 11/324 34/11008 1.89497625894865e-09 4.04182644564922e-07 4.01601986107012e-07 ENSG00000274618/ENSG00000276966/ENSG00000278705/ENSG00000105011/ENSG00000270882/ENSG00000277157/ENSG00000197238/ENSG00000158406/ENSG00000276180/ENSG00000197061/ENSG00000273542 11
GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE 9/324 22/11008 5.26902501281643e-09 1.07888556162429e-06 1.0719970047128e-06 ENSG00000180596/ENSG00000124635/ENSG00000278588/ENSG00000273802/ENSG00000184678/ENSG00000197903/ENSG00000277224/ENSG00000234289/ENSG00000274290 9
GOBP_ANTIMICROBIAL_HUMORAL_RESPONSE GOBP_ANTIMICROBIAL_HUMORAL_RESPONSE 10/324 30/11008 7.56648410629593e-09 1.48972431308188e-06 1.48021259925595e-06 ENSG00000180596/ENSG00000124635/ENSG00000278588/ENSG00000273802/ENSG00000184678/ENSG00000197903/ENSG00000198830/ENSG00000277224/ENSG00000234289/ENSG00000274290 10
GOCC_CHROMOSOME_TELOMERIC_REGION GOCC_CHROMOSOME_TELOMERIC_REGION 20/324 148/11008 1.18444633900891e-08 2.24562252199504e-06 2.23128448736494e-06 ENSG00000188827/ENSG00000173559/ENSG00000274618/ENSG00000276966/ENSG00000278705/ENSG00000134371/ENSG00000062822/ENSG00000073050/ENSG00000123374/ENSG00000270882/ENSG00000277157/ENSG00000197238/ENSG00000158406/ENSG00000141499/ENSG00000276180/ENSG00000197061/ENSG00000100297/ENSG00000273542/ENSG00000133895/ENSG00000276410 20
GOBP_MEGAKARYOCYTE_DIFFERENTIATION GOBP_MEGAKARYOCYTE_DIFFERENTIATION 11/324 43/11008 3.00536352830678e-08 5.49444853621515e-06 5.45936713111969e-06 ENSG00000164104/ENSG00000274618/ENSG00000276966/ENSG00000278705/ENSG00000270882/ENSG00000277157/ENSG00000197238/ENSG00000158406/ENSG00000276180/ENSG00000197061/ENSG00000273542 11
GOBP_NEGATIVE_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION GOBP_NEGATIVE_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION 12/324 66/11008 4.07712577344599e-07 7.19682994285173e-05 7.15087903349947e-05 ENSG00000274618/ENSG00000276966/ENSG00000278705/ENSG00000134371/ENSG00000270882/ENSG00000277157/ENSG00000006712/ENSG00000197238/ENSG00000158406/ENSG00000276180/ENSG00000197061/ENSG00000273542 12
GOBP_DEFENSE_RESPONSE_TO_GRAM_POSITIVE_BACTERIUM GOBP_DEFENSE_RESPONSE_TO_GRAM_POSITIVE_BACTERIUM 10/324 44/11008 4.33060223408664e-07 7.38945094542984e-05 7.34227017372164e-05 ENSG00000164104/ENSG00000180596/ENSG00000124635/ENSG00000278588/ENSG00000273802/ENSG00000184678/ENSG00000197903/ENSG00000277224/ENSG00000234289/ENSG00000274290 10
GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION 18/324 157/11008 7.98741099779214e-07 0.000131895344831284 0.000131053208629309 ENSG00000167513/ENSG00000178999/ENSG00000135476/ENSG00000183955/ENSG00000237649/ENSG00000010292/ENSG00000134222/ENSG00000121152/ENSG00000134690/ENSG00000149636/ENSG00000013810/ENSG00000166851/ENSG00000151503/ENSG00000079616/ENSG00000198901/ENSG00000142945/ENSG00000146670/ENSG00000126226 18
GOBP_CHROMOSOME_CONDENSATION GOBP_CHROMOSOME_CONDENSATION 9/324 39/11008 1.44273294431996e-06 0.000230792185686684 0.000229318604834015 ENSG00000183955/ENSG00000010292/ENSG00000121152/ENSG00000168298/ENSG00000166851/ENSG00000151503/ENSG00000146670/ENSG00000184357/ENSG00000124575 9
GOBP_NUCLEAR_CHROMOSOME_SEGREGATION GOBP_NUCLEAR_CHROMOSOME_SEGREGATION 22/324 234/11008 1.50010267943982e-06 0.000232697745940982 0.000231211998311106 ENSG00000167513/ENSG00000161888/ENSG00000188827/ENSG00000178999/ENSG00000135476/ENSG00000183955/ENSG00000237649/ENSG00000010292/ENSG00000134222/ENSG00000149503/ENSG00000121152/ENSG00000134690/ENSG00000149636/ENSG00000013810/ENSG00000166851/ENSG00000151503/ENSG00000079616/ENSG00000198901/ENSG00000142945/ENSG00000146670/ENSG00000126226/ENSG00000214826 22
GOBP_SISTER_CHROMATID_SEGREGATION GOBP_SISTER_CHROMATID_SEGREGATION 19/324 183/11008 1.81061857910604e-06 0.000265936273413811 0.00026423830171097 ENSG00000167513/ENSG00000178999/ENSG00000135476/ENSG00000183955/ENSG00000237649/ENSG00000010292/ENSG00000134222/ENSG00000121152/ENSG00000134690/ENSG00000149636/ENSG00000013810/ENSG00000166851/ENSG00000151503/ENSG00000079616/ENSG00000198901/ENSG00000142945/ENSG00000146670/ENSG00000126226/ENSG00000214826 19
GOBP_DNA_TEMPLATED_TRANSCRIPTION_INITIATION GOBP_DNA_TEMPLATED_TRANSCRIPTION_INITIATION 15/324 118/11008 1.81827887663281e-06 0.000265936273413811 0.00026423830171097 ENSG00000148308/ENSG00000274618/ENSG00000276966/ENSG00000278705/ENSG00000270882/ENSG00000277157/ENSG00000197238/ENSG00000158406/ENSG00000276180/ENSG00000007968/ENSG00000197061/ENSG00000273542/ENSG00000106290/ENSG00000108510/ENSG00000090971 15
GOBP_CHROMOSOME_SEGREGATION GOBP_CHROMOSOME_SEGREGATION 24/324 290/11008 4.78719174270252e-06 0.000680712070302617 0.000676365804115163 ENSG00000167513/ENSG00000161888/ENSG00000188827/ENSG00000178999/ENSG00000135476/ENSG00000183955/ENSG00000148773/ENSG00000237649/ENSG00000010292/ENSG00000103275/ENSG00000134222/ENSG00000149503/ENSG00000121152/ENSG00000134690/ENSG00000149636/ENSG00000013810/ENSG00000166851/ENSG00000151503/ENSG00000079616/ENSG00000198901/ENSG00000142945/ENSG00000146670/ENSG00000126226/ENSG00000214826 24
GOBP_ORGANELLE_FISSION GOBP_ORGANELLE_FISSION 28/324 380/11008 7.27603925962412e-06 0.00100664986405448 0.00100022252354207 ENSG00000167513/ENSG00000188827/ENSG00000178999/ENSG00000135476/ENSG00000183955/ENSG00000148773/ENSG00000237649/ENSG00000010292/ENSG00000103275/ENSG00000085999/ENSG00000134222/ENSG00000149503/ENSG00000121152/ENSG00000157456/ENSG00000134690/ENSG00000149636/ENSG00000013810/ENSG00000166851/ENSG00000151503/ENSG00000079616/ENSG00000164209/ENSG00000198901/ENSG00000142945/ENSG00000146670/ENSG00000101057/ENSG00000126226/ENSG00000172572/ENSG00000101224 28
GOBP_CELL_DIVISION GOBP_CELL_DIVISION 33/324 496/11008 9.65393266451964e-06 0.00130048635025463 0.00129218289847532 ENSG00000167513/ENSG00000171552/ENSG00000105486/ENSG00000161888/ENSG00000178999/ENSG00000135476/ENSG00000183955/ENSG00000249115/ENSG00000237649/ENSG00000010292/ENSG00000103275/ENSG00000173207/ENSG00000111665/ENSG00000134222/ENSG00000149503/ENSG00000121152/ENSG00000157456/ENSG00000149636/ENSG00000131351/ENSG00000168061/ENSG00000013810/ENSG00000162063/ENSG00000166851/ENSG00000151503/ENSG00000117632/ENSG00000123374/ENSG00000198901/ENSG00000142945/ENSG00000097033/ENSG00000146670/ENSG00000092969/ENSG00000115163/ENSG00000101224 33
GOBP_MITOTIC_CHROMOSOME_CONDENSATION GOBP_MITOTIC_CHROMOSOME_CONDENSATION 6/324 19/11008 1.21795858480301e-05 0.0015986487168222 0.00158844153354066 ENSG00000183955/ENSG00000010292/ENSG00000121152/ENSG00000166851/ENSG00000151503/ENSG00000146670 6
