	symbol	symbol.1	padj	baseMean	log2FoldChange	lfcSE	stat	pvalue	description
ENSG00000005469	CROT	CROT	0.0632190556429744	848.679767226889	-0.260460288542795	0.0728313736349452	-3.57621002520572	0.000348611611239404	carnitine O-octanoyltransferase
ENSG00000005700	IBTK	IBTK	0.297651986065918	4466.2225661998	-0.0941547787353997	0.0427811189608139	-2.20084890303226	0.027746722261774	inhibitor of Bruton tyrosine kinase
ENSG00000005801	ZNF195	ZNF195	0.274303540700993	2252.36461999593	-0.120608621458222	0.0523872422428336	-2.30225177533031	0.0213209776852872	zinc finger protein 195
ENSG00000005961	ITGA2B	ITGA2B	NA	7.87832258354857	0.850448408576091	0.373699192821948	2.27575661096302	0.0228605809861082	integrin subunit alpha 2b
ENSG00000006327	TNFRSF12A	TNFRSF12A	NA	6.45679954405184	1.1981742412193	0.379189615101911	3.15982873343534	0.00157861903989101	TNF receptor superfamily member 12A
ENSG00000006432	MAP3K9	MAP3K9	0.255636927149559	1642.84665171032	0.156635477904863	0.0657428753412688	2.38254680970027	0.0171933459456748	mitogen-activated protein kinase kinase kinase 9
ENSG00000006530	AGK	AGK	0.347679136420655	3061.26715565883	-0.0923497014892739	0.0457228208649612	-2.01977261556153	0.0434069788931485	acylglycerol kinase
ENSG00000006659	LGALS14	LGALS14	0.317472218746096	72.2431145510252	-0.74867508889133	0.352666844582921	-2.12289615650358	0.0337625546096419	galectin 14
ENSG00000006695	COX10	COX10	0.282091535535551	3123.54614335676	-0.134377493956749	0.0592726581564999	-2.26710760300215	0.0233836532414731	cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10
ENSG00000006704	GTF2IRD1	GTF2IRD1	0.325826863941661	270.291852861864	0.531699147232447	0.254912637266318	2.08580929111396	0.036995901470566	GTF2I repeat domain containing 1
ENSG00000006740	ARHGAP44	ARHGAP44	0.162335096886515	388.763464967036	-0.876449714600729	0.312977831546961	-2.80035716992697	0.00510460916488154	Rho GTPase activating protein 44
ENSG00000006744	ELAC2	ELAC2	0.23280325478029	1842.48615679576	-0.188967706664558	0.0766190975528552	-2.46632644732209	0.0136506862108591	elaC ribonuclease Z 2
ENSG00000007202	KIAA0100	KIAA0100	0.273849575466364	6169.32881686605	-0.134762089810994	0.0584407954203904	-2.30595919924756	0.0211129122507579	KIAA0100
ENSG00000007312	CD79B	CD79B	0.290521345544128	186.252777766159	0.197820015805459	0.0889361839934432	2.22429169909114	0.026128824840295	CD79b molecule
ENSG00000007516	BAIAP3	BAIAP3	NA	9.38486898097471	0.669919511480199	0.312729712533957	2.14216777181816	0.032179983893158	BAI1 associated protein 3
ENSG00000007944	MYLIP	MYLIP	0.292727551948862	1572.26859073464	0.223610195695235	0.100884993348308	2.21648620150288	0.0266582218611293	myosin regulatory light chain interacting protein
ENSG00000008256	CYTH3	CYTH3	0.289858126547796	805.914821630043	-0.827491847738815	0.370649109266684	-2.23254778455013	0.0255787807293451	cytohesin 3
ENSG00000008394	MGST1	MGST1	0.343070964007927	925.390977185233	0.391468136232132	0.192513855870048	2.03345434261305	0.0420066418743373	microsomal glutathione S-transferase 1
ENSG00000008516	MMP25	MMP25	NA	7.78671806428382	0.720198040157868	0.344504033238345	2.09053587381254	0.0365696893512996	matrix metallopeptidase 25
ENSG00000008710	PKD1	PKD1	0.146567828679591	1176.27769020572	0.177364039940279	0.0612744583617122	2.89458356193494	0.0037966184294218	polycystin 1, transient receptor potential channel interacting
ENSG00000009335	UBE3C	UBE3C	0.314992831910214	7751.2975234462	-0.0820849528673577	0.0385140735496401	-2.13129760895221	0.0330646319322807	ubiquitin protein ligase E3C
ENSG00000009844	VTA1	VTA1	0.347927650918803	2553.23899578982	-0.0836471961290741	0.0415423321124734	-2.01354117295592	0.0440577280431732	vesicle trafficking 1
ENSG00000010256	UQCRC1	UQCRC1	0.310710159590748	1381.76646864081	0.0983041332768545	0.0457136416116023	2.1504332144894	0.0315209634346262	ubiquinol-cytochrome c reductase core protein 1
ENSG00000010539	ZNF200	ZNF200	0.325826863941661	334.907395712263	-0.152105373670171	0.0729149458107663	-2.08606578498906	0.0369726644728912	zinc finger protein 200
ENSG00000010704	HFE	HFE	0.327363584533076	89.5849076186641	0.330794388904514	0.159497268421695	2.07398153070513	0.0380810261795188	homeostatic iron regulator
ENSG00000010818	HIVEP2	HIVEP2	0.330272908645054	15832.9818815726	-0.209909786548417	0.101716326585522	-2.06367840438995	0.0390482182413013	HIVEP zinc finger 2
ENSG00000011258	MBTD1	MBTD1	0.347843654113142	2622.41531046727	-0.0841557863465894	0.0417330333229517	-2.0165269486967	0.043744903170193	mbt domain containing 1
ENSG00000011260	UTP18	UTP18	0.209463143900924	1510.0895417725	-0.121759221313197	0.0471817878386318	-2.58064026165414	0.00986172861251425	UTP18 small subunit processome component
ENSG00000011454	RABGAP1	RABGAP1	0.279124471628739	6892.1073359643	-0.080604429588426	0.0354029191184927	-2.27677354284388	0.0227997522147175	RAB GTPase activating protein 1
ENSG00000012124	CD22	CD22	0.240936994730185	6470.41547914875	0.259602005590622	0.106317569000831	2.44176017219311	0.0146158525894664	CD22 molecule
ENSG00000012211	PRICKLE3	PRICKLE3	0.302228361623162	380.775327304065	0.173190263272239	0.0795556423486636	2.17697020801126	0.0294827903480613	prickle planar cell polarity protein 3
ENSG00000012660	ELOVL5	ELOVL5	0.248734484737499	6177.43188225575	-0.120735074733957	0.0500214515367435	-2.41366595779953	0.015792933860655	ELOVL fatty acid elongase 5
ENSG00000013503	POLR3B	POLR3B	0.287734845985996	1479.03395629974	-0.296983382660903	0.132610425697183	-2.23951760277934	0.0251222572809935	RNA polymerase III subunit B
ENSG00000014641	MDH1	MDH1	0.303465803297905	2771.32792223421	-0.104993684914704	0.0483253214830789	-2.17264327877193	0.0298071758918068	malate dehydrogenase 1
ENSG00000015153	YAF2	YAF2	0.362357706508068	3930.69138944993	-0.0769473044185593	0.0391084790833612	-1.96753507735607	0.0491215560913254	YY1 associated factor 2
ENSG00000015532	XYLT2	XYLT2	0.231390662589341	502.505248121412	0.213941388387159	0.0861728904754956	2.48269945694808	0.0130391047264319	xylosyltransferase 2
ENSG00000015676	NUDCD3	NUDCD3	0.315563570223932	5654.63859069141	0.0600569106543542	0.028234619033494	2.12706644219673	0.0334145630388763	NudC domain containing 3
ENSG00000018236	CNTN1	CNTN1	NA	4.72342383979557	-0.947125911372336	0.459729653293441	-2.06018016150852	0.0393813207274796	contactin 1
ENSG00000018510	AGPS	AGPS	0.312481464095178	5067.70314435205	-0.11598221482566	0.0541248762720121	-2.14286337104541	0.032124070949455	alkylglycerone phosphate synthase
ENSG00000018699	TTC27	TTC27	0.314002846288696	2888.98923828996	-0.123827787675912	0.0579734341882434	-2.13594018380618	0.0326842897007143	tetratricopeptide repeat domain 27
ENSG00000018869	ZNF582	ZNF582	0.145503617297064	43.9073809058541	-0.77091821466361	0.265154780368913	-2.90742717740567	0.0036441518140794	zinc finger protein 582
ENSG00000019485	PRDM11	PRDM11	0.246913270272778	209.781293382123	-0.491638595467559	0.203125423071117	-2.42036958266632	0.0155047398369315	PR/SET domain 11
ENSG00000019991	HGF	HGF	0.343070964007927	91.9873205331843	-1.17113652674229	0.57602535507619	-2.03313363972907	0.042039023188496	hepatocyte growth factor
ENSG00000021776	AQR	AQR	0.34171034897684	4072.88278546527	-0.0921516061845684	0.0452602282822081	-2.03603935910313	0.0417464031671962	aquarius intron-binding spliceosomal factor
ENSG00000022277	RTF2	RTF2	0.241025775596577	1803.8454607317	-0.0922982629459621	0.0378437622157598	-2.43892936489081	0.0147308473104716	replication termination factor 2
ENSG00000023228	NDUFS1	NDUFS1	0.329701952049382	2961.7158150779	-0.120030466330472	0.0581304250256273	-2.06484756093828	0.0389374260970812	NADH:ubiquinone oxidoreductase core subunit S1
ENSG00000023318	ERP44	ERP44	0.362627655957708	7534.16432303503	-0.121023165551957	0.0615586837973413	-1.96598039604583	0.0493008751728335	endoplasmic reticulum protein 44
ENSG00000023734	STRAP	STRAP	0.150776581039623	2314.48072245477	-0.189806771296876	0.0662384555363256	-2.86550720061378	0.00416341804259312	serine/threonine kinase receptor associated protein
ENSG00000026025	VIM	VIM	0.278631683772863	3939.81194232823	0.538227412743766	0.235891464615906	2.28167396230356	0.0225085964284342	vimentin
ENSG00000026297	RNASET2	RNASET2	0.135522012982824	484.521143360733	0.415110602505771	0.138889810747864	2.98877650038236	0.00280096937479186	ribonuclease T2
ENSG00000028839	TBPL1	TBPL1	0.356424613121956	588.978297857797	-0.106080215307521	0.0533906079006639	-1.98687034065784	0.0469367671451877	TATA-box binding protein like 1
ENSG00000031698	SARS1	SARS1	0.327363584533076	2315.17915898082	0.148605131476803	0.071618332117778	2.0749594005124	0.0379902976856947	seryl-tRNA synthetase 1
ENSG00000035141	FAM136A	FAM136A	0.136739514021013	857.965058040466	-0.253641523508887	0.085138741188933	-2.97915519969958	0.00289044334765089	family with sequence similarity 136 member A
ENSG00000035687	ADSS2	ADSS2	0.325826863941661	2654.07337146334	-0.13536001385169	0.064880139182323	-2.08630893147915	0.0369506481547886	adenylosuccinate synthase 2
ENSG00000037042	TUBG2	TUBG2	0.310710159590748	406.020095742281	0.208201119077927	0.0968420630184717	2.14990379787979	0.0315628251648975	tubulin gamma 2
ENSG00000037474	NSUN2	NSUN2	0.309285816542533	3535.52299740332	-0.115842236931854	0.0537394874024721	-2.15562601228915	0.0311128797021576	NOP2/Sun RNA methyltransferase 2
ENSG00000038427	VCAN	VCAN	0.080062412993363	577.973082151574	-1.7808453408098	0.529311014855017	-3.36445925142439	0.000766938084250053	versican
ENSG00000038532	CLEC16A	CLEC16A	0.3615472159008	7169.53603718196	-0.122117789236476	0.0620102374025139	-1.96931658951406	0.048916747323019	C-type lectin domain containing 16A
ENSG00000039068	CDH1	CDH1	0.360353426809025	345.378336171285	-1.16941521943464	0.592458131698582	-1.97383605164117	0.0484003880556204	cadherin 1
ENSG00000039123	MTREX	MTREX	0.10889022073383	5623.29308604365	-0.0955461316573345	0.030725321990989	-3.1096869118363	0.00187285746945864	Mtr4 exosome RNA helicase
ENSG00000039523	RIPOR1	RIPOR1	0.0419055089532615	1093.72169365197	0.340820429574178	0.0898438076684628	3.79347712901769	0.000148552319534965	RHO family interacting cell polarization regulator 1
ENSG00000040531	CTNS	CTNS	0.334984585995459	297.757365535135	-0.186843601219874	0.0910376698716223	-2.05237679614772	0.0401330577983137	cystinosin, lysosomal cystine transporter
ENSG00000041515	MYO16	MYO16	0.160946925142929	66.654788263856	-0.641838701527588	0.22863454182093	-2.8072691747089	0.0049963472795997	myosin XVI
ENSG00000042813	ZPBP	ZPBP	0.157717387067547	43.5079340944083	-0.585428133320462	0.207653969530217	-2.81924845763795	0.00481362426570474	zona pellucida binding protein
ENSG00000042980	ADAM28	ADAM28	NA	17.4807935822806	-1.22919373063202	0.577071463179491	-2.13005461032422	0.0331671050523408	ADAM metallopeptidase domain 28
ENSG00000047315	POLR2B	POLR2B	0.23280325478029	4457.80509030196	-0.0890940179582984	0.0361303947909211	-2.4659021434409	0.0136668665799993	RNA polymerase II subunit B
ENSG00000047410	TPR	TPR	0.186754158702916	7479.62128523171	-0.0893019182934383	0.033370312011988	-2.67608880196737	0.00744869061433189	translocated promoter region, nuclear basket protein
ENSG00000047578	KATNIP	KATNIP	0.263431896597606	1826.14697725151	-0.0837048898321997	0.0355892387323343	-2.35197191099652	0.0186741850475331	katanin interacting protein
ENSG00000047621	C12orf4	C12orf4	0.278631683772863	2457.56308915703	-0.147477970748888	0.0647021231850119	-2.27933742339774	0.02264701503971	chromosome 12 open reading frame 4
ENSG00000048052	HDAC9	HDAC9	0.206937673351275	12158.7991101584	-0.407997818501166	0.157444245957349	-2.5913796723425	0.0095591964180222	histone deacetylase 9
ENSG00000048462	TNFRSF17	TNFRSF17	0.361463536116174	882.727245893462	-0.257377934512957	0.130609171852982	-1.97059617530283	0.0487700844647428	TNF receptor superfamily member 17
ENSG00000048740	CELF2	CELF2	0.279295705313313	24133.6955694525	-0.154886192297928	0.068088182105647	-2.27478818655496	0.0229186392464807	CUGBP Elav-like family member 2
ENSG00000048991	R3HDM1	R3HDM1	0.275379774700127	11470.0973039817	-0.0952530499053757	0.0415589843185022	-2.29199657949698	0.0219058405565629	R3H domain containing 1
ENSG00000049167	ERCC8	ERCC8	0.164477753103601	2125.8140463967	-0.162213427527585	0.058176562075346	-2.7882951783486	0.0052986240981031	ERCC excision repair 8, CSA ubiquitin ligase complex subunit
ENSG00000049883	PTCD2	PTCD2	0.00425458552675866	1004.53146555917	-0.246057041534126	0.0522745403226914	-4.70701492572125	2.5137050968836e-06	pentatricopeptide repeat domain 2
ENSG00000050426	LETMD1	LETMD1	0.340727866534859	1364.15156150728	-0.079300199113065	0.0389064857333897	-2.03822569986086	0.0415273664570892	LETM1 domain containing 1
ENSG00000051620	HEBP2	HEBP2	0.150776581039623	234.981225744297	-0.548631947277354	0.19125356647458	-2.8686102821004	0.00412279442727371	heme binding protein 2
ENSG00000052749	RRP12	RRP12	0.310964723726188	1182.69563476762	-0.222248925352953	0.103424019578928	-2.14891014928446	0.0316415231258184	ribosomal RNA processing 12 homolog
ENSG00000053770	AP5M1	AP5M1	0.157295481388085	1945.8979979836	-0.171485829180235	0.0606310853130965	-2.82834833476407	0.00467888652767504	adaptor related protein complex 5 subunit mu 1
ENSG00000054148	PHPT1	PHPT1	0.274401678814781	409.093920188319	0.212869640351286	0.0927174097062527	2.29589718938115	0.021681760497284	phosphohistidine phosphatase 1
ENSG00000054219	LY75	LY75	0.354507776830545	54.2571861055152	0.297237425936017	0.149115649115067	1.99333488939615	0.0462247883839493	lymphocyte antigen 75
ENSG00000054611	TBC1D22A	TBC1D22A	0.274303540700993	20688.9989083599	0.235516326822386	0.102351965297193	2.30104352308753	0.0213891711084174	TBC1 domain family member 22A
ENSG00000054967	RELT	RELT	0.325826863941661	1817.21518718295	0.18796816565681	0.0901316294334441	2.08548504934787	0.0370252938674598	RELT TNF receptor
ENSG00000055044	NOP58	NOP58	0.240936994730185	4758.1016421485	-0.110456760899055	0.0452525881091963	-2.4408937812025	0.0146509633059186	NOP58 ribonucleoprotein
ENSG00000055163	CYFIP2	CYFIP2	0.223917513473227	11679.7733181314	0.122857111035579	0.049003281303094	2.50712009009531	0.0121719349752673	cytoplasmic FMR1 interacting protein 2
ENSG00000056097	ZFR	ZFR	0.0971106913117541	6555.46011866462	-0.0954158787573568	0.0297090575262789	-3.21167639441129	0.00131962929833474	zinc finger RNA binding protein
ENSG00000056277	ZNF280C	ZNF280C	0.0656693421614321	1174.94791268212	-0.192127532775546	0.0541935536083821	-3.54521008465165	0.0003923002781258	zinc finger protein 280C
ENSG00000056586	RC3H2	RC3H2	0.268798301393855	3760.54831934804	-0.0652514651048745	0.0280352440945742	-2.32747982806053	0.0199397413887649	ring finger and CCCH-type domains 2
ENSG00000058272	PPP1R12A	PPP1R12A	0.149957447752042	10607.9258858764	-0.0937495633575205	0.0326223135201225	-2.87378647439253	0.00405583066197344	protein phosphatase 1 regulatory subunit 12A
ENSG00000058729	RIOK2	RIOK2	0.326551133895029	903.851604906588	-0.105670482532796	0.05071447845405	-2.08363539868677	0.0371933445354084	RIO kinase 2
ENSG00000059122	FLYWCH1	FLYWCH1	0.32806574749084	696.79595278191	0.169535976458486	0.0818620577468735	2.07099578394072	0.038359190055191	FLYWCH-type zinc finger 1
ENSG00000059691	GATB	GATB	0.199054325404814	1240.278763102	-0.117827644296393	0.0450574238146693	-2.61505506353498	0.00892130717667242	glutamyl-tRNA amidotransferase subunit B
ENSG00000059804	SLC2A3	SLC2A3	0.216252093450479	1699.07363681582	0.677747169181904	0.266174091727611	2.54625521508486	0.0108885548267916	solute carrier family 2 member 3
ENSG00000059915	PSD	PSD	NA	19.1930205524619	0.713487360095426	0.260502764143638	2.73888594787431	0.00616477553465206	pleckstrin and Sec7 domain containing
ENSG00000060339	CCAR1	CCAR1	0.100764249325244	5017.76783881755	-0.126932663816766	0.0399651163142806	-3.17608643544494	0.00149276466255976	cell division cycle and apoptosis regulator 1
ENSG00000060491	OGFR	OGFR	0.283797968592826	879.08900644933	0.134021862948226	0.0592980618346394	2.26013901300794	0.0238126245077784	opioid growth factor receptor
ENSG00000060558	GNA15	GNA15	0.201272521749326	382.500220746573	0.683925473186135	0.262537674105087	2.60505649529133	0.00918591120048965	G protein subunit alpha 15
ENSG00000060709	RIMBP2	RIMBP2	0.143120089111247	462.316065010052	-1.89568619086233	0.646271348400919	-2.93326664651444	0.0033541568839175	RIMS binding protein 2
ENSG00000061794	MRPS35	MRPS35	0.298824227357773	1558.11683527689	-0.125065295427296	0.0569247481587405	-2.19702852401803	0.028018409124166	mitochondrial ribosomal protein S35
ENSG00000064115	TM7SF3	TM7SF3	0.291469533747049	3715.46835093183	-0.154571724317279	0.0696198777613318	-2.22022401198657	0.0264035651195312	transmembrane 7 superfamily member 3
ENSG00000064300	NGFR	NGFR	NA	5.50696127560525	1.32213823325179	0.486132150831494	2.71970950900977	0.00653392886047854	nerve growth factor receptor
ENSG00000064313	TAF2	TAF2	0.273673736294133	4179.21719994739	-0.102123611193596	0.0442424841412458	-2.30827027857573	0.0209841084482077	TATA-box binding protein associated factor 2
ENSG00000064547	LPAR2	LPAR2	0.268624071322956	116.416900923185	0.389480102322366	0.167035235753793	2.33172420516383	0.0197152046044158	lysophosphatidic acid receptor 2
ENSG00000064933	PMS1	PMS1	0.257758901605231	3994.71199740041	-0.129147757557537	0.0544178349214683	-2.37326159234217	0.0176317715139927	PMS1 homolog 1, mismatch repair system component
ENSG00000064989	CALCRL	CALCRL	0.302040949106144	301.286133608482	-0.468231528608453	0.21487544608137	-2.17908345112238	0.0293254693998567	calcitonin receptor like receptor
ENSG00000065183	WDR3	WDR3	0.314002846288696	1753.28900400926	-0.139125027590653	0.0651352417136686	-2.13594091202179	0.0326842303369032	WD repeat domain 3
ENSG00000065548	ZC3H15	ZC3H15	0.256163752909604	2680.19300431991	-0.081320246152499	0.0341875058606239	-2.37865395867211	0.0173759791110239	zinc finger CCCH-type containing 15
ENSG00000065600	PACC1	PACC1	0.217167053563606	1239.22577090786	-0.204807063314436	0.080636779769826	-2.53987155611928	0.011089318599411	proton activated chloride channel 1
ENSG00000065970	FOXJ2	FOXJ2	0.362868179403833	622.098794134439	0.10183652214191	0.0518285586182207	1.964872743077	0.049428968178491	forkhead box J2
ENSG00000066336	SPI1	SPI1	0.325901448082153	943.527082159596	0.124217364803639	0.0595736927537708	2.08510433148828	0.0370598311802386	Spi-1 proto-oncogene
ENSG00000066654	THUMPD1	THUMPD1	0.361463536116174	1510.02021668528	-0.101604019357203	0.0515779084808354	-1.96991352208388	0.0488482824292121	THUMP domain containing 1
ENSG00000066923	STAG3	STAG3	0.231390662589341	839.773625700785	0.438654816001798	0.176895523762946	2.47973949069299	0.0131478402601751	stromal antigen 3
ENSG00000067057	PFKP	PFKP	0.327363584533076	5991.99532596459	0.229145367133206	0.110253628886314	2.07834761946462	0.0376773534509089	phosphofructokinase, platelet
ENSG00000067082	KLF6	KLF6	0.331976500578018	2166.74896028996	0.195829823268386	0.0951417691762746	2.05829495250988	0.0395618284277175	Kruppel like factor 6
ENSG00000067191	CACNB1	CACNB1	0.166262284764709	382.731550402719	0.192412057932334	0.0693896307020409	2.77292235144688	0.0055555375136373	calcium voltage-gated channel auxiliary subunit beta 1
ENSG00000067208	EVI5	EVI5	0.263815590260975	2495.98817857519	-0.287098496101058	0.122156626315664	-2.35024905942612	0.0187608530744382	ecotropic viral integration site 5
ENSG00000067225	PKM	PKM	0.298824227357773	26464.8924616877	0.202468804710318	0.0921741556010126	2.19658974242986	0.0280497594688636	pyruvate kinase M1/2
ENSG00000067248	DHX29	DHX29	0.284200844025307	1549.77009742128	-0.126886591428673	0.0562650493038469	-2.25515827318394	0.0241233960037237	DExH-box helicase 29
ENSG00000067334	DNTTIP2	DNTTIP2	0.345405345121855	1346.24884901229	-0.170002702796036	0.083928799763399	-2.02555860771613	0.0428100368666751	deoxynucleotidyltransferase terminal interacting protein 2
ENSG00000067365	METTL22	METTL22	0.161904719943234	761.184120153085	0.156540268279774	0.0558695623940964	2.801888211967	0.00508044745833821	methyltransferase 22, Kin17 lysine
ENSG00000067533	RRP15	RRP15	0.212590230917489	1243.99998316823	-0.200145463425372	0.0779195255385697	-2.56861758387249	0.0102105065587147	ribosomal RNA processing 15 homolog
ENSG00000068028	RASSF1	RASSF1	0.0850554510359273	890.233448715132	0.202444394062586	0.0610020943612648	3.31864661668296	0.00090454822213748	Ras association domain family member 1
ENSG00000068137	PLEKHH3	PLEKHH3	0.0680764729488726	617.444439705997	0.361830471739137	0.103217857512824	3.5055026374112	0.000455745985990315	pleckstrin homology, MyTH4 and FERM domain containing H3
ENSG00000068305	MEF2A	MEF2A	0.354776083989081	18585.2922769628	0.158231643155011	0.0794459330268161	1.99168965768961	0.0464051191782726	myocyte enhancer factor 2A
ENSG00000068383	INPP5A	INPP5A	0.274401678814781	5357.87199340182	0.254427755480194	0.110863692952501	2.2949601326126	0.0217354091470079	inositol polyphosphate-5-phosphatase A
ENSG00000068654	POLR1A	POLR1A	0.283797968592826	4232.4543861993	-0.172910454121963	0.0766143326318136	-2.25689434577367	0.0240146774447681	RNA polymerase I subunit A
ENSG00000068724	TTC7A	TTC7A	0.185819401762964	5184.09005915185	0.121683245707441	0.0453727515042061	2.6818573190599	0.00732146790015933	tetratricopeptide repeat domain 7A
ENSG00000069345	DNAJA2	DNAJA2	0.0304069676284918	2026.59031934306	-0.160590783127391	0.0409465034262878	-3.92196572819673	8.78294870119898e-05	DnaJ heat shock protein family (Hsp40) member A2
ENSG00000069424	KCNAB2	KCNAB2	0.143394964316251	7075.91993322018	0.191994457099468	0.0654885201639832	2.93172691364401	0.00337083012218452	potassium voltage-gated channel subfamily A regulatory beta subunit 2
ENSG00000069702	TGFBR3	TGFBR3	0.331791925919079	692.140435879772	-0.767279273176229	0.372513512414771	-2.05973541255575	0.0394238420477603	transforming growth factor beta receptor 3
ENSG00000069998	HDHD5	HDHD5	0.152031579467163	888.901353706301	0.337747544624298	0.11831189447392	2.85472180228463	0.00430745421419416	haloacid dehalogenase like hydrolase domain containing 5
ENSG00000070087	PFN2	PFN2	0.36226073762279	70.4656675921193	-0.542012707847784	0.275433140383334	-1.96785581827022	0.0490846295840241	profilin 2
ENSG00000070501	POLB	POLB	0.261531091058529	940.984175539981	-0.146012568181877	0.0618749203053936	-2.35980212113742	0.0182846853526773	DNA polymerase beta
ENSG00000070785	EIF2B3	EIF2B3	0.292856440770714	2292.71477287215	-0.192328076289028	0.0868113488248428	-2.21547158168322	0.0267277128335221	eukaryotic translation initiation factor 2B subunit gamma
ENSG00000071282	LMCD1	LMCD1	0.319001315506726	162.64313279459	0.792626373387604	0.37476229160384	2.11501101136794	0.0344290088288571	LIM and cysteine rich domains 1
ENSG00000071994	PDCD2	PDCD2	0.274303540700993	1122.24943120041	-0.102683568432503	0.0446404887605999	-2.30023396435418	0.0214349685750371	programmed cell death 2
ENSG00000072121	ZFYVE26	ZFYVE26	0.0680764729488726	3570.96869671047	-0.215521155979735	0.0617471460921385	-3.49038246493427	0.00048232972419896	zinc finger FYVE-type containing 26
ENSG00000072210	ALDH3A2	ALDH3A2	0.127476499501518	972.353420378177	-0.353234745615089	0.116845997566467	-3.02307954890926	0.00250216459994445	aldehyde dehydrogenase 3 family member A2
ENSG00000072401	UBE2D1	UBE2D1	0.0839996384653243	910.83276535955	-0.21898628151663	0.0656628419760447	-3.33501071422588	0.000852961127805149	ubiquitin conjugating enzyme E2 D1
ENSG00000072756	TRNT1	TRNT1	0.180700374542886	2090.34871095916	-0.134154862407503	0.0495123129147117	-2.70952525765851	0.00673795746945445	tRNA nucleotidyl transferase 1
ENSG00000072786	STK10	STK10	0.145609028145681	8948.5953718544	0.109462395214703	0.0376854444634706	2.90463325491112	0.00367683651346505	serine/threonine kinase 10
ENSG00000072818	ACAP1	ACAP1	0.185623710810454	2487.67118918322	0.181467623325694	0.067610341883193	2.68402167880184	0.00727423892686845	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1
ENSG00000073417	PDE8A	PDE8A	0.216605030619542	6899.57650017049	0.28419483202762	0.111796997566316	2.54206139891226	0.0110200813188567	phosphodiesterase 8A
ENSG00000073584	SMARCE1	SMARCE1	0.174564573034059	56.1494821682795	-0.496948842163321	0.181645561920903	-2.73581604146054	0.00622258013244232	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1
ENSG00000073605	GSDMB	GSDMB	0.0978927006193318	992.528360313096	0.42472030879263	0.132672467997344	3.20126937565624	0.00136823554662531	gasdermin B
ENSG00000073792	IGF2BP2	IGF2BP2	NA	13.9089886431058	-1.43875061458007	0.550806888204509	-2.61207810830042	0.00899936906675854	insulin like growth factor 2 mRNA binding protein 2
ENSG00000074800	ENO1	ENO1	0.360245094162954	20861.934007808	0.274757893164139	0.139176268836699	1.97417200116582	0.0483621885093705	enolase 1
